id,text,hashtags,date,retweets,user,stock,sentiment
1331911971411816454,"@Scobleizer @Tesla @elonmusk As a fellow Tesla owner, GET YOUR HANDS ON THE F'IN STEERING WHEEL",[],2020-11-26,0,"{'date_created': '2008-6-02', 'id': 14976335, 'followers': 1809, 'friends': 857}",Tesla,0.0
1331911968438046720,@geofurr right one looks like a Tesla 3 :p,[],2020-11-26,0,"{'date_created': '2009-8-31', 'id': 70522927, 'followers': 7535, 'friends': 2102}",Tesla,0.5178571428571428
1331911871327309824,"RT @HansLak: When will #VW catchup?
#Tesla is way ahead if you look at the market confidence. #eMobility is the future! Diess is the only m…","['VW', 'Tesla', 'eMobility']",2020-11-26,3,"{'date_created': '2018-4-03', 'id': 981183063219634176, 'followers': 1619, 'friends': 5002}",Tesla,0.0
1331911798925258752,"@Brett_Swanson7 @coffeehustler @Scobleizer @Tesla @elonmusk he also agreed to never take his eyes off the road, nor… https://t.co/rzsVKLvLNA",[],2020-11-26,0,"{'date_created': '2013-12-10', 'id': 2217153149, 'followers': 271, 'friends': 546}",Tesla,0.0
1331911768432545793,RT @ElectrekCo: Tesla to launch 'special colors' for the new Roadster electric supercar https://t.co/xLHY3qmekl by @fredericlambert,[],2020-11-26,18,"{'date_created': '2009-3-22', 'id': 25885519, 'followers': 85057, 'friends': 86913}",Tesla,0.24675324675324675
1331911765433585664,I CALL OUT THOMAS EDISON FOR PLAGIARIZING NIKOLA TESLA'S WORK.,[],2020-11-26,0,"{'date_created': '2019-2-16', 'id': 1096778758449639425, 'followers': 209, 'friends': 735}",Tesla,0.0
1331911730675544066,@Tesla @Tesla how about Gigaberlin if every models and how about Model Y And Roadster delivering to the Poland like… https://t.co/QgnmNMMFoP,[],2020-11-26,0,"{'date_created': '2020-8-09', 'id': 1292539075317178369, 'followers': 17, 'friends': 69}",Tesla,0.0
1331911709368475650,Could it be ?! #FSDBetaCanada @MFrunker https://t.co/Zk04SYRpzW,['FSDBetaCanada'],2020-11-26,0,"{'date_created': '2020-2-20', 'id': 1230320760847204352, 'followers': 47, 'friends': 57}",Tesla,0.0
1331911616921694209,Did #Tesla's market cap rally above $500 billion or half a trillion dollars for the first time on Tuesday as invest… https://t.co/GZyYrvIFrG,['Tesla'],2020-11-26,0,"{'date_created': '2009-3-22', 'id': 25885519, 'followers': 85057, 'friends': 86913}",Tesla,0.02777777777777778
1331911568947372032,"'Last democratically elected prime minister' of #Sudan, Sadiq al-Mahdi, died from #coronavirus. He was toppled in 1… https://t.co/abXPSbiurd","['Sudan', 'coronavirus']",2020-11-26,0,"{'date_created': '2011-10-07', 'id': 386531315, 'followers': 3841, 'friends': 1729}",Tesla,0.0
1331911509836967936,"Going online with some early #stream playing Tesla Force #teslaforce a neat rogue-lite with a #lovecraft theme

https://t.co/NKmyHtNu2x","['stream', 'teslaforce', 'lovecraft']",2020-11-26,0,"{'date_created': '2015-6-10', 'id': 3317497348, 'followers': 36, 'friends': 62}",Tesla,0.1
1331911472608374784,RT @ECOWARRIORSS: The Investment Trend That Could Send Tesla To $2 Trillion | https://t.co/IKKjxu8YiP https://t.co/2nGoSGRduC #oilprice,['oilprice'],2020-11-26,7,"{'date_created': '2018-4-03', 'id': 981183063219634176, 'followers': 1619, 'friends': 5002}",Tesla,0.0
1331911463708073984,Imagine owning a Tesla then the Mustang Mach-E and Hummer EV come out.,[],2020-11-26,0,"{'date_created': '2020-7-01', 'id': 1278420967677743104, 'followers': 6, 'friends': 119}",Tesla,0.0
1331911447220281344,RT @XrcsrW: @ECOWARRIORSS DYK Musk is eligible to receive a total of $56 billion worth of stock options over 10 years on the condition that…,[],2020-11-26,3,"{'date_created': '2018-4-03', 'id': 981183063219634176, 'followers': 1619, 'friends': 5002}",Tesla,0.15
1331911442761650177,"RT @Scobleizer: @rishab_hegde Uber was invented in front of me in a Paris snow storm. I was also the 79th user on Instagram, had the first…",[],2020-11-26,668,"{'date_created': '2010-6-24', 'id': 158926396, 'followers': 551, 'friends': 558}",Tesla,0.0
1331911403536453635,@InvestPirate @santejsethi @Tesla @Facebook @GoogleIndia @NetflixIndia @_groww @Vested_finance @getStockal Thanks @InvestPirate! 🙏🏼,[],2020-11-26,0,"{'date_created': '2020-11-23', 'id': 1330898740253777920, 'followers': 320, 'friends': 76}",Tesla,0.125
1331911373295677440,RT @EvaFoxU: .@elonmusk your favorite Tesla Roadster color 🍊 https://t.co/xmEnvvagCM,[],2020-11-26,93,"{'date_created': '2015-11-20', 'id': 4235830911, 'followers': 12, 'friends': 49}",Tesla,0.25
1331911366689648640,"RT @alvinfoo: The rapid rise of #Tesla. Doubters &amp; those that short @Tesla have to eat tons of humble pies now.

@elonmusk @vincent13031925…",['Tesla'],2020-11-26,22,"{'date_created': '2009-4-28', 'id': 36163573, 'followers': 490, 'friends': 360}",Tesla,-0.03333333333333333
1331911360746303494,@NuovaRealta @Joakimus @TeslaSchweiz @teslaownerssv @tesla_raj @NYKChannel @thirdrowtesla @elonmusk Mirror the uppe… https://t.co/qNTtmHsSqi,[],2020-11-26,0,"{'date_created': '2019-9-19', 'id': 1174545323676643329, 'followers': 38, 'friends': 164}",Tesla,0.0
1331911355293716482,"@truth_tesla @lklundin Yes. What Tesla is doing is more like Nvidia, Amd or Xilinx rather than intel, TSMC or GloFo… https://t.co/5i6xVAYka2",[],2020-11-26,0,"{'date_created': '2019-9-15', 'id': 1173294690063519745, 'followers': 112, 'friends': 232}",Tesla,0.25
1331911320464191489,@elonmusk hello sir elon musk is it too much to ask for a little bit of tesla love to my home i love my home hate b… https://t.co/ClDVqpiGrV,[],2020-11-26,0,"{'date_created': '2020-11-23', 'id': 1330751451128352773, 'followers': 0, 'friends': 2}",Tesla,0.04249999999999998
1331911293939445765,Owning a Tesla is a cult and you can't convince me otherwise.,[],2020-11-26,0,"{'date_created': '2009-2-26', 'id': 22077833, 'followers': 1180, 'friends': 2770}",Tesla,0.0
1331911286905516033,"Is Tesla a bubble, too? 😃 weak arguments. https://t.co/qfSuVCh7OB",[],2020-11-26,0,"{'date_created': '2014-9-06', 'id': 2792894882, 'followers': 64, 'friends': 209}",Tesla,-0.125
1331911286154809345,"I made a resource to follow 36 #electriccar stocks live:

Find EV and Battery makers, Lithium miners, Charging netw… https://t.co/xJbweTCeEs",['electriccar'],2020-11-26,0,"{'date_created': '2020-2-15', 'id': 1228706627630575616, 'followers': 34, 'friends': 246}",Tesla,0.13636363636363635
1331911232325083138,"RT @Scobleizer: @rishab_hegde Uber was invented in front of me in a Paris snow storm. I was also the 79th user on Instagram, had the first…",[],2020-11-26,668,"{'date_created': '2013-7-12', 'id': 1587886524, 'followers': 4666, 'friends': 4016}",Tesla,0.0
1331911221814063106,"If Tesla is $1000/Share by 2023, I will buy Model 3 Performance for the same cost as your roadster.

🇸🇬 https://t.co/LJqRX4c3kZ",[],2020-11-26,0,"{'date_created': '2019-7-30', 'id': 1156040888029630464, 'followers': 1109, 'friends': 473}",Tesla,0.0
1331911203954843648,@brezina @Scobleizer @Tesla @elonmusk because it is a smart car not a bitch ass car,[],2020-11-26,0,"{'date_created': '2020-7-01', 'id': 1278420967677743104, 'followers': 6, 'friends': 119}",Tesla,0.21428571428571427
1331911179220860931,"Chromium Oxide Market
https://t.co/0iMepoeKhz",[],2020-11-26,0,"{'date_created': '2013-7-20', 'id': 1609002871, 'followers': 605, 'friends': 1020}",Tesla,0.0
1331911154411724801,"RT @ItsKimJava: Tesla Semi range has now increased to 621 miles (1,000 km). 
Let’s not forget that back in 2018 Daimler truck chairman Mart…",[],2020-11-26,133,"{'date_created': '2009-3-26', 'id': 26786477, 'followers': 541, 'friends': 5001}",Tesla,0.0
1331911125928054785,@jamisonwest @teslabros Very beautiful Tesla.,[],2020-11-26,0,"{'date_created': '2020-11-16', 'id': 1328309594456670208, 'followers': 9, 'friends': 71}",Tesla,1.0
1331911120848777216,Comparing Tesla's marketcap with other automakers https://t.co/A3UTLUDPMP via @finshots https://t.co/AK3AHOq41C,[],2020-11-26,0,"{'date_created': '2019-6-09', 'id': 1137806668417445889, 'followers': 27, 'friends': 44}",Tesla,-0.125
1331911025227157504,@Joakimus @EagleEy60610067 @TeslaSchweiz @teslaownerssv @tesla_raj @NYKChannel @thirdrowtesla @elonmusk Refurbished V from Volvo 🤪😂,[],2020-11-26,0,"{'date_created': '2012-8-27', 'id': 783475735, 'followers': 6362, 'friends': 2790}",Tesla,0.0
1331910968121683970,@TeslaChillMode @Tesla maybe they need shared services with those engineers,[],2020-11-26,0,"{'date_created': '2014-2-18', 'id': 2350793874, 'followers': 396, 'friends': 699}",Tesla,0.0
1331910958776774656,@TilmanWinkler The tech giants are so valuable because they benefit from network effects and/or natural monopolies.… https://t.co/lpul8kdhNM,[],2020-11-26,0,"{'date_created': '2019-10-23', 'id': 1187115072281337857, 'followers': 482, 'friends': 959}",Tesla,0.1
1331910935884296192,"RT @alvinfoo: The rapid rise of #Tesla. Doubters &amp; those that short @Tesla have to eat tons of humble pies now.

@elonmusk @vincent13031925…",['Tesla'],2020-11-26,22,"{'date_created': '2013-9-27', 'id': 1911821280, 'followers': 863, 'friends': 3101}",Tesla,-0.03333333333333333
1331910934441365508,Got the opportunity to attack Elon Musk in Physics class today. I used it by sliding a sentence on how stupid tesla… https://t.co/1EQN21brZp,[],2020-11-26,0,"{'date_created': '2015-1-28', 'id': 3003110247, 'followers': 416, 'friends': 2501}",Tesla,-0.39999999999999997
1331910858310553600,"@lklundin @truth_tesla What Tesla is doing with chip design is very impressive, but actually manufacturing the chip… https://t.co/8COPG7jOCg",[],2020-11-26,0,"{'date_created': '2019-9-15', 'id': 1173294690063519745, 'followers': 112, 'friends': 232}",Tesla,0.5
1331910820423405569,@YLA_G @SawyerMerritt Love my Tesla but love my mini EV as well. No vampire drain and no regen restricted in cold t… https://t.co/t2miQzfTGF,[],2020-11-26,0,"{'date_created': '2010-5-12', 'id': 143136354, 'followers': 1161, 'friends': 345}",Tesla,-0.04999999999999999
1331910804837261314,"@trader_nq Tesla makes something and is tangible. Bitcoin is just full of shit, millennial get rich go lucky lottery crap.",[],2020-11-26,0,"{'date_created': '2011-11-25', 'id': 421249197, 'followers': 37, 'friends': 28}",Tesla,0.005833333333333313
1331910763137691648,"@elonmusk Will FSD become available to people who don't own a Tesla yet? I can't afford a Tesla at the moment, but… https://t.co/UegfSQbpC4",[],2020-11-26,0,"{'date_created': '2020-11-26', 'id': 1331910041310556161, 'followers': 0, 'friends': 1}",Tesla,0.25
1331910687539539968,@lklundin Yes - although fabless chipmakers like Tesla are still chipmakers. 🙂,[],2020-11-26,0,"{'date_created': '2019-9-24', 'id': 1176433616831832065, 'followers': 4783, 'friends': 490}",Tesla,0.0
1331910687384334336,@Tankslider @coff_ey Show me one bystander who has been injured or killed by Tesla's FSD software and I might agree… https://t.co/Y0x64YjM0b,[],2020-11-26,0,"{'date_created': '2011-2-24', 'id': 257180242, 'followers': 122, 'friends': 525}",Tesla,-0.2
1331910660339458048,@Scobleizer @Tesla @elonmusk Same as airlines...  So many people were killed before planes became reliable...,[],2020-11-26,0,"{'date_created': '2020-11-10', 'id': 1326092252754694146, 'followers': 0, 'friends': 4}",Tesla,0.075
1331910656593776640,RT @EvaFoxU: .@elonmusk your favorite Tesla Roadster color 🍊 https://t.co/xmEnvvagCM,[],2020-11-26,93,"{'date_created': '2020-7-03', 'id': 1279046554985230338, 'followers': 17, 'friends': 227}",Tesla,0.25
1331910581377331203,"Tesla issues two recalls covering 9,500 U.S. vehicles https://t.co/7C2Djlse9E https://t.co/RxhXd05cvl",[],2020-11-26,0,"{'date_created': '2009-2-23', 'id': 21640793, 'followers': 18115, 'friends': 409}",Tesla,0.0
1331910567926386688,"@DengistLongist @virgiltexas @Scobleizer @Tesla @elonmusk Socialism doesn’t work, bro.",[],2020-11-26,0,"{'date_created': '2008-8-14', 'id': 15845571, 'followers': 1556, 'friends': 5000}",Tesla,0.0
1331910466264817665,"RT @JohannBiermann1: I don't really post Bitcoin charts (for the same reason I don't do Tesla charts: the fan boys/girls), but what a drop…",[],2020-11-26,1,"{'date_created': '2016-8-28', 'id': 769874095185989632, 'followers': 4496, 'friends': 175}",Tesla,0.1
1331910443003162624,"Notes82, Shea Barz, J Garc, Nikko Tesla, Chuck Platinum, Biz E Bee, X-YLE - Book Bag 2",[],2020-11-26,0,"{'date_created': '2016-12-11', 'id': 807972400398745602, 'followers': 35, 'friends': 107}",Tesla,0.0
1331910425399730176,"@FowlCurtis @Scobleizer @Tesla @elonmusk Socialism doesn’t work, bro.",[],2020-11-26,0,"{'date_created': '2008-8-14', 'id': 15845571, 'followers': 1556, 'friends': 5000}",Tesla,0.0
1331910397419421697,"RT @CHAdeMO_eu: @AlguireTim @tsport100 Tesla cars are not included in the CHAdeMO 1 million. By yes, Tesla cars can be served by CHAdeMO ch…",[],2020-11-26,1,"{'date_created': '2010-11-21', 'id': 218072162, 'followers': 11845, 'friends': 3574}",Tesla,0.0
1331910382039003136,@Messier_87_ @fly4dat EU OEMs need to sell smaller EVs to meet emissions regulations (fleet wide average 95 g CO2/k… https://t.co/7eroRDsYno,[],2020-11-26,0,"{'date_created': '2019-12-19', 'id': 1207689360226820097, 'followers': 44, 'friends': 197}",Tesla,-0.08333333333333333
1331910340406284290,@Scobleizer @tweetbrk @Tesla @elonmusk Thanking someone for dying so you can learn more is disgusting.,[],2020-11-26,0,"{'date_created': '2007-7-30', 'id': 7825642, 'followers': 1587, 'friends': 1403}",Tesla,-0.25
1331910337856147456,"RT @techgalena: As of Sept 2, 2020, his net worth was estimated by Forbes to be US$93.3 bn, making him 5th richest person in the world.

Fo…",[],2020-11-26,6,"{'date_created': '2020-9-29', 'id': 1310836644946145286, 'followers': 992, 'friends': 3}",Tesla,0.075
1331910319023812608,@jurad0x I wonder how many Tesla holders also hVe big stakes in utiliity companies - I would bet not many.,[],2020-11-26,0,"{'date_created': '2009-6-24', 'id': 50224201, 'followers': 95, 'friends': 585}",Tesla,0.08333333333333333
1331910301390827521,"Coated Fabric for Defence Market
https://t.co/bK4PDjhPkR",[],2020-11-26,0,"{'date_created': '2013-7-20', 'id': 1609002871, 'followers': 605, 'friends': 1020}",Tesla,0.0
1331910299461402624,@PunjabiSardari @KulamaniMishra7 @TimesNow @Tesla Veer ji..we have this approach for every vehicle which is importe… https://t.co/TtceMAv6IH,[],2020-11-26,0,"{'date_created': '2014-11-25', 'id': 2910093757, 'followers': 102, 'friends': 192}",Tesla,0.0
1331910280985493505,"RT @RukhsanaMercha1: @RBReich It's just greed, pure and simple.  Tesla raises it's prices when it's already doing well.  Netflix raises pri…",[],2020-11-26,1,"{'date_created': '2017-11-30', 'id': 936081925743058945, 'followers': 3410, 'friends': 4999}",Tesla,0.03571428571428571
1331910242611777539,"RT @Thivas8: People like Nikola Tesla, Edison,Niethzche, Leo Davinci followed the Ubermensch sleep cycle of 2 hours of sleeping and 20 minu…",[],2020-11-26,2,"{'date_created': '2018-11-03', 'id': 1058731553583390720, 'followers': 480, 'friends': 368}",Tesla,0.0
1331910234005270529,@TeslaStars @tesla_adri @DriveTeslaca @28delayslater @flcnhvy @vincent13031925 @Kristennetten @GasOff2 I mean the a… https://t.co/uOya2febxj,[],2020-11-26,0,"{'date_created': '2008-7-25', 'id': 15603727, 'followers': 1165, 'friends': 818}",Tesla,-0.3125
1331910184017555457,@Scobleizer @Tesla @elonmusk love to be a beta tester,[],2020-11-26,0,"{'date_created': '2014-7-16', 'id': 2651602652, 'followers': 141, 'friends': 427}",Tesla,0.5
1331910077096161280,"RT @EvaFoxU: Holy sky! I have a feeling that investors want to see the price of $TSLA stock as it was before the split 🤩

Damn, close at $5…",[],2020-11-26,3,"{'date_created': '2009-3-22', 'id': 25885519, 'followers': 85057, 'friends': 86913}",Tesla,0.0
1331910053708836866,"RT @Scobleizer: @rishab_hegde Uber was invented in front of me in a Paris snow storm. I was also the 79th user on Instagram, had the first…",[],2020-11-26,668,"{'date_created': '2014-12-29', 'id': 2949323596, 'followers': 1551, 'friends': 1487}",Tesla,0.0
1331909982145687553,"@UwademeJr @sonofobidike @Scobleizer @Tesla @elonmusk @Scrooge41330837 What I'm saying is Tesla is very quiet, there's no Vrooom Vrooom 😂😂",[],2020-11-26,0,"{'date_created': '2011-5-16', 'id': 299816931, 'followers': 34, 'friends': 254}",Tesla,0.0
1331909974000365568,RT @IslamicTongue: Among the most beloved of people to Allah are those who have the best attitudes.,[],2020-11-26,30,"{'date_created': '2011-9-24', 'id': 379355989, 'followers': 81, 'friends': 224}",Tesla,0.7333333333333334
1331909964240211968,"RT @gigafactory_4: Monthly #briefing of #Tesla #GigaBerlin construction - Part 1. 
These are the topics I will dive a bit deeper. 
It is a…","['briefing', 'Tesla', 'GigaBerlin']",2020-11-26,2,"{'date_created': '2010-5-30', 'id': 149845895, 'followers': 522, 'friends': 367}",Tesla,0.0
1331909944786948097,@momus @YeleBademosi Me too. Same with my Tesla. But I also realize that's pretty unrealistic. Unless you've gotten… https://t.co/NIDB6oGcJO,[],2020-11-26,0,"{'date_created': '2009-12-04', 'id': 94610618, 'followers': 10265, 'friends': 3394}",Tesla,-0.03125
1331909928185851906,RT @RochelleCSmith: Me waking up to my Tesla stock going up https://t.co/cKsncktF3Q,[],2020-11-26,14,"{'date_created': '2016-7-24', 'id': 757116647945572352, 'followers': 200, 'friends': 319}",Tesla,0.0
1331909918182477824,I want a tesla,[],2020-11-26,0,"{'date_created': '2016-5-26', 'id': 735964003462189056, 'followers': 122, 'friends': 126}",Tesla,0.0
1331909912901918721,RT @charleyboorman: Never gets boring. How much fun can you have with Whoopi cushion app that comes with the Tesla. Haha @DriveElectricUK @…,[],2020-11-26,28,"{'date_created': '2020-8-13', 'id': 1293994725373104128, 'followers': 91, 'friends': 416}",Tesla,-0.16666666666666666
1331909892643274752,"Concrete Floor Coatings Market
https://t.co/zNhqlWO27u",[],2020-11-26,0,"{'date_created': '2013-7-20', 'id': 1609002871, 'followers': 605, 'friends': 1020}",Tesla,0.15000000000000002
1331909846778736641,"RT @freshjiva: On 22 May ‘19, Adam Jonas held an emergency call with MS clients and called $TSLA a “restructuring story” at risk of default…",[],2020-11-26,6,"{'date_created': '2019-9-24', 'id': 1176433616831832065, 'followers': 4783, 'friends': 490}",Tesla,0.0
1331909799886274560,@JedeSebastian @AvzMinerals @Tesla @BridieEV @TheDriven_io Shhhhhh it’s a secret. https://t.co/13G506uNKf,[],2020-11-26,0,"{'date_created': '2017-8-31', 'id': 903244914028298241, 'followers': 74, 'friends': 91}",Tesla,-0.2
1331909798493782016,"RT @nto1927: There was a car wash near by my house, and there was a guy same like you who was always taking selfie 🤳 with my Tesla and used…",[],2020-11-26,92,"{'date_created': '2010-9-26', 'id': 195317324, 'followers': 295, 'friends': 471}",Tesla,0.05
1331909783180378117,"RT @alvinfoo: The rapid rise of #Tesla. Doubters &amp; those that short @Tesla have to eat tons of humble pies now.

@elonmusk @vincent13031925…",['Tesla'],2020-11-26,22,"{'date_created': '2014-8-30', 'id': 2780260122, 'followers': 1865, 'friends': 4995}",Tesla,-0.03333333333333333
1331909736380428289,@BikeSaia @tesla_adri @DriveTeslaca @28delayslater @raffaeru @flcnhvy @vincent13031925 @TeslaStars @Kristennetten… https://t.co/CaX9gq8Vhw,[],2020-11-26,0,"{'date_created': '2016-10-22', 'id': 789627487861047297, 'followers': 509, 'friends': 514}",Tesla,0.0
1331909681728552961,@freshjiva @jpr007 Wouldn’t it make sense for Tesla to own all 25m annual production cars for their robotaxi fleet?… https://t.co/Fw6HNH9HLd,[],2020-11-26,0,"{'date_created': '2013-9-20', 'id': 1887048324, 'followers': 917, 'friends': 639}",Tesla,0.6
1331909672266174464,"@vincent13031925 And that’s the ones we know, sky is the limit for the unknown, and Tesla is just getting started...",[],2020-11-26,0,"{'date_created': '2009-3-02', 'id': 22479969, 'followers': 4, 'friends': 26}",Tesla,-0.1
1331909671578288130,"Concrete Fused Fabric Market 
https://t.co/P5OxwPQBlC",[],2020-11-26,0,"{'date_created': '2013-7-20', 'id': 1609002871, 'followers': 605, 'friends': 1020}",Tesla,0.15000000000000002
1331909617937477633,RT @ShortingIsFun: @Scobleizer @Tesla @elonmusk Will your wife praise @ElonMusk if you die while using AP? Will she understand that it was…,[],2020-11-26,10,"{'date_created': '2013-7-21', 'id': 1610530632, 'followers': 116, 'friends': 396}",Tesla,0.0
1331909596718505995,"@jonasholmdk @Tesla Apparently Tesla solved the issue via OTA updates.
They awarded the Belgians with a “finders fe… https://t.co/J9o7sua5cg",[],2020-11-26,0,"{'date_created': '2020-6-08', 'id': 1270107440613392387, 'followers': 7, 'friends': 29}",Tesla,0.025
1331909593794920450,@santejsethi @StocktwitsIndia @Tesla @Facebook @GoogleIndia @NetflixIndia @_groww @Vested_finance Have been using… https://t.co/NlXpcSk845,[],2020-11-26,0,"{'date_created': '2018-12-04', 'id': 1069960238252601344, 'followers': 24, 'friends': 106}",Tesla,0.0
1331909589923745792,RT @charleyboorman: Never gets boring. How much fun can you have with Whoopi cushion app that comes with the Tesla. Haha @DriveElectricUK @…,[],2020-11-26,28,"{'date_created': '2012-10-01', 'id': 855795055, 'followers': 3925, 'friends': 965}",Tesla,-0.16666666666666666
1331909557208162305,"RT @Gabriabella: Do I need a Tesla just because of the seat farting feature? 
Yes, I do. https://t.co/m31Tj5iu1k",[],2020-11-26,1,"{'date_created': '2012-9-21', 'id': 838149265, 'followers': 462, 'friends': 156}",Tesla,0.0
1331909555232665604,@Scobleizer @Tesla @elonmusk Mate. This is tone deaf in the extreme. Utterly insensitive.  Have a word with yoursel… https://t.co/uv2s7nZOcY,[],2020-11-26,0,"{'date_created': '2013-3-05', 'id': 1243618602, 'followers': 674, 'friends': 468}",Tesla,-0.03125
1331909514413682696,"@truth_tesla @rdalcanto1 @alex_avoigt Yes. Only the most desperate and more than shady company would experience a ""… https://t.co/7sjQ2t0WdQ",[],2020-11-26,0,"{'date_created': '2017-7-03', 'id': 881886431735631874, 'followers': 180, 'friends': 234}",Tesla,0.015000000000000003
1331909500371148801,"RT @Limos4Net: Your green way to go.💚
https://t.co/IQXFj2dpW0
#limos4 #carservice #limo #limoservice #limousine #chauffeurservice #privatec…","['limos4', 'carservice', 'limo', 'limoservice', 'limousine', 'chauffeurservice']",2020-11-26,2,"{'date_created': '2015-11-16', 'id': 4201106794, 'followers': 237, 'friends': 414}",Tesla,-0.2
1331909400047435779,"Crop Protection Chemicals Market
https://t.co/YJnxmryTbx",[],2020-11-26,0,"{'date_created': '2013-7-20', 'id': 1609002871, 'followers': 605, 'friends': 1020}",Tesla,0.0
1331909389238890497,"Autoblog has a new story check it out
Tesla's upcoming S&amp;P 500 debut fuels 'crazy' trading volume… https://t.co/wJAMHt4oJq",[],2020-11-26,0,"{'date_created': '2020-8-20', 'id': 1296532174540353536, 'followers': 9, 'friends': 41}",Tesla,-0.2318181818181818
1331909364177833986,"RT @Scobleizer: @rishab_hegde Uber was invented in front of me in a Paris snow storm. I was also the 79th user on Instagram, had the first…",[],2020-11-26,668,"{'date_created': '2014-3-14', 'id': 2409239626, 'followers': 36542, 'friends': 5893}",Tesla,0.0
1331909352962330625,RT @EvaFoxU: .@elonmusk your favorite Tesla Roadster color 🍊 https://t.co/xmEnvvagCM,[],2020-11-26,93,"{'date_created': '2012-3-27', 'id': 538278162, 'followers': 691, 'friends': 3652}",Tesla,0.25
1331912340791566336,"@AlternateJones I managed to get a few friends to invest this year @ average cost of $425.

However, I wish I had n… https://t.co/djFw2Lco97",[],2020-11-26,0,"{'date_created': '2020-10-13', 'id': 1315853090554294272, 'followers': 67, 'friends': 43}",Tesla,-0.0875
1331912307660771328,"RT @ripster47: $TSLA #update 
Riding the Clouds on 10 Min
Check out the 5 EMA support and fluid Trendline💰💸 https://t.co/HQvtB5ytIq",['update'],2020-11-26,8,"{'date_created': '2014-12-30', 'id': 2950654485, 'followers': 1779, 'friends': 2844}",Tesla,0.0
1331912301734223872,"RT @ripster47: TSLA #update 
Can touch 500 today itself way it is holding trend
Our lotto and Nov27 ones will be in money.
If not today , 5…",['update'],2020-11-26,5,"{'date_created': '2014-12-30', 'id': 2950654485, 'followers': 1779, 'friends': 2844}",Tesla,0.0
1331912284210421767,"RT @ripster47: $SPY $QQQ 
Same thing as usual , no sustained trend

Luckily we traded momentum on $TGT $DKNG $TSLA $QCOM this morning",[],2020-11-26,6,"{'date_created': '2014-12-30', 'id': 2950654485, 'followers': 1779, 'friends': 2844}",Tesla,0.027777777777777773
1331912182636957701,"RT @ripster47: #tradingtips $TSLA
Years prior, Iused to short such momentum moves; I still see many trying to do same
There is NO risk REWA…",['tradingtips'],2020-11-26,4,"{'date_created': '2014-12-30', 'id': 2950654485, 'followers': 1779, 'friends': 2844}",Tesla,0.1
1331912168904732674,"RT @ripster47: $TSLA #update #winner 💰💸🚀
See Carefully before and after chart
There was another breakout before the big breakout over 465
I…","['update', 'winner']",2020-11-26,4,"{'date_created': '2014-12-30', 'id': 2950654485, 'followers': 1779, 'friends': 2844}",Tesla,-0.05
